Return_ID,Order_ID,Return_Date,Return_Reason,Return_Status,Refund_Method,Refund_Amount
900439,705106,2025-12-15,Duplicate Order,Approved,Bank Transfer,1995.56
900440,705691,2024-02-03,Not as Expected,Requested,Bank Transfer,6504.29
900441,714150,2025-01-05,size issue,,Original Payment,3757.87
900442,717055,2025-07-25,damaged,Rejected,UPI,3212.31
900443,717018,2025-08-21,Duplicate Order,,Store Credit,8316.65
900444,716685,2024-04-26,Damaged,Requested,,916.25
900445,710923,2025-12-16,damaged,Requested,Bank Transfer,11861.33
900446,706782,2025-05-05,Late Delivery,Rejected,original payment,6390.05
900447,701112,2025-11-16,Size Issue,Completed,original payment,7521.74
900448,712928,2024-11-01,Damaged,,,887.19
900449,716848,2024-03-18,Not as Expected,Completed,UPI,9155.22
900450,700094,2025-06-13,size issue,requested,original payment,4662.05
900451,717107,2024-05-28,Not as Expected,Requested,,7251.86
900452,702829,2024-09-28,Wrong Item,approved,,3635.6
900453,718345,2024-06-21,size issue,requested,Bank Transfer,2015.82
900454,705478,2025-12-20,,Approved,Store Credit,1356.42
900455,704809,2024-03-27,Wrong Item,requested,Bank Transfer,0.0
900456,705393,2025-06-03,Late Delivery,requested,,7408.93
900457,708089,2024-07-12,Not as Expected,Approved,Store Credit,2520.26
900458,718634,2025-07-07,Late Delivery,Completed,Store Credit,4013.22
900459,712109,2024-09-12,Changed Mind,approved,original payment,45335.75
900460,719305,2025-10-26,Late Delivery,requested,original payment,0.0
900461,719571,2024-12-15,size issue,requested,Store Credit,4334.84
900462,713235,2025-08-14,damaged,Approved,Original Payment,4006.73
900463,719760,2024-04-28,Size Issue,Requested,original payment,1210666.38
900464,719047,2024-03-29,,Requested,Original Payment,757.9
900465,714485,2025-01-15,Changed Mind,Completed,original payment,6959.53
900466,717028,2024-07-14,size issue,Rejected,Store Credit,635.2
900467,702270,2025-09-28,,Approved,UPI,1718.02
900468,704247,2026-01-11,Not as Expected,Requested,,1816.91
900469,706344,2024-08-24,size issue,approved,UPI,17015.19
900470,715073,2025-06-06,Wrong Item,Approved,UPI,377.89
900471,715411,2024-06-18,Changed Mind,Approved,Store Credit,3587.83
900472,713857,2024-02-07,,approved,Store Credit,340.53
900473,710638,2024-01-26,damaged,approved,original payment,514.5
900474,701571,2025-07-12,damaged,Requested,UPI,6907.24
900475,703210,2025-11-03,Duplicate Order,Rejected,UPI,3669.78
900476,703880,2024-03-28,Size Issue,Requested,Original Payment,0.0
900477,702233,2025-04-02,Late Delivery,requested,Original Payment,2160.64
900478,710617,2025-06-17,Changed Mind,Rejected,Bank Transfer,2730.98
900479,708320,2025-12-17,Damaged,approved,Bank Transfer,1651.35
900480,715093,2025-08-30,Not as Expected,Rejected,Bank Transfer,4775.48
900481,700131,2025-06-23,Duplicate Order,Completed,Store Credit,7358.7
900482,705408,2024-05-14,size issue,Requested,original payment,6246.92
900483,702945,2025-05-19,damaged,Rejected,Store Credit,3601.27
900484,701389,2024-10-12,size issue,Approved,Original Payment,7255.18
900485,707667,2024-02-19,Changed Mind,Approved,Original Payment,5303.17
900486,714144,2024-11-27,Wrong Item,requested,,39533.29
900487,715638,2025-01-16,Changed Mind,Requested,UPI,1520.06
900488,711724,2025-03-28,Late Delivery,Completed,,6700.46
900489,717291,2025-08-12,size issue,Requested,original payment,3805.67
900490,712607,2025-05-26,Damaged,,Original Payment,7342.36
900491,716267,2025-12-10,Damaged,Completed,Bank Transfer,18343.01
900492,703395,2024-01-23,Size Issue,Requested,Original Payment,2743.44
900493,706613,2025-07-28,,Approved,Bank Transfer,4894.12
900494,711491,2025-11-17,Damaged,approved,Bank Transfer,5640.75
900495,712996,2025-05-09,Size Issue,requested,Store Credit,1317.68
900496,715814,2025-01-11,damaged,approved,Store Credit,4910.77
900497,701586,2024-04-14,,Approved,original payment,2861.6
900498,714223,2025-01-23,damaged,Completed,Original Payment,7356.24
900499,706275,2024-06-25,Late Delivery,approved,UPI,5602.31
900500,719135,2025-09-15,Quality Issue,Completed,original payment,5735.44
900501,702673,2026-01-15,,Requested,original payment,415.33
900502,713328,2025-08-15,Damaged,approved,Store Credit,17761.98
900503,700489,2025-11-05,Wrong Item,Requested,UPI,26144.67
900504,717469,2024-10-25,Size Issue,Rejected,UPI,6258.97
900505,705328,2025-06-03,damaged,Completed,Store Credit,1327.83
900506,705412,2025-06-12,Late Delivery,Requested,Store Credit,3038.65
900507,712095,2024-03-04,Not as Expected,requested,Bank Transfer,4949.34
900508,713486,2024-11-01,Wrong Item,,original payment,15738.61
900509,711401,2025-05-05,damaged,Approved,Store Credit,3960.94
900510,711234,2025-10-26,Duplicate Order,,Original Payment,457.12
900511,719764,2025-09-07,Quality Issue,requested,Bank Transfer,14762.51
900512,718647,2024-03-19,size issue,Requested,Store Credit,2376.14
900513,711289,2025-11-22,Wrong Item,Approved,UPI,2665.53
900514,708539,2025-04-10,,Requested,,1599.88
900515,701404,2025-06-02,Late Delivery,Rejected,,875.73
900516,716516,2025-03-29,Duplicate Order,Rejected,original payment,4535.42
900517,714452,2025-06-04,Not as Expected,Rejected,,-500.0
900518,711446,2025-05-21,damaged,,original payment,10766.0
900519,714604,2025-06-13,Duplicate Order,Completed,,16384.11
900520,713117,2024-08-28,Changed Mind,Requested,Bank Transfer,4546.48
900521,700320,2024-01-09,Duplicate Order,Approved,Original Payment,9344.44
900522,700997,2024-03-06,Late Delivery,Requested,UPI,4255.17
900523,718154,2025-12-11,Late Delivery,Requested,UPI,822.81
900524,705920,2025-09-16,damaged,Requested,Bank Transfer,2523.18
900525,700486,2024-05-16,Changed Mind,,UPI,22358.64
900526,706447,2024-10-14,Not as Expected,approved,Original Payment,2323.52
900527,706101,2024-03-09,,Requested,Original Payment,11149.89
900528,701306,2024-09-23,size issue,Rejected,,1817.03
900529,716123,2024-02-24,Late Delivery,Rejected,,1130.08
900530,718990,2025-06-24,Quality Issue,approved,,2365.37
900531,710704,2025-03-25,damaged,approved,UPI,23287.84
900532,701073,2024-12-05,Late Delivery,Rejected,Bank Transfer,2051.34
900533,708264,2025-12-17,Quality Issue,approved,original payment,8205.17
900534,713791,2025-05-15,damaged,Completed,original payment,16363.18
900535,710813,2025-10-20,Late Delivery,Requested,Bank Transfer,3123.8
900536,709304,2025-05-15,,Approved,original payment,661.46
900537,702187,2025-01-06,Not as Expected,approved,,33295.39
900538,712322,2025-03-07,Size Issue,Requested,Original Payment,25217.52
900539,713327,2024-03-05,Late Delivery,requested,Bank Transfer,10676.28
900540,711531,2024-06-19,,requested,Bank Transfer,6424.07
900541,702285,2025-11-30,Size Issue,requested,Original Payment,16666.85
900542,704365,2025-07-17,Duplicate Order,Rejected,Bank Transfer,3737.07
900543,702652,2025-09-28,damaged,approved,original payment,8881.91
900544,712491,2025-01-16,Changed Mind,approved,Original Payment,1273.11
900545,715653,2024-06-03,Duplicate Order,approved,UPI,14454.0
900546,710634,2024-07-19,damaged,approved,Bank Transfer,5587.56
900547,709522,2024-02-25,Changed Mind,Approved,UPI,342.14
900548,700737,2024-10-11,Changed Mind,approved,UPI,13847.76
900549,719650,2025-06-20,size issue,Rejected,original payment,15377.1
900550,716203,2025-02-10,Quality Issue,Rejected,Original Payment,1244.96
900551,701758,2025-09-11,Changed Mind,approved,Original Payment,3247.06
900552,705879,2025-03-29,Late Delivery,Rejected,Original Payment,18684.93
900553,714971,2024-09-09,Damaged,approved,Original Payment,1451.44
900554,715386,2024-08-04,,Requested,Bank Transfer,5990.52
900555,707175,2025-02-13,size issue,approved,Store Credit,6141.3
900556,719970,2025-07-06,Late Delivery,Completed,Original Payment,965.25
900557,713519,2025-11-13,Not as Expected,,,1023.4
900558,711232,2025-02-13,Duplicate Order,Rejected,Store Credit,2303.01
900559,707461,2025-06-25,Size Issue,Rejected,Original Payment,12295.01
900560,713880,2024-12-30,Wrong Item,approved,,4185.56
900561,704012,2025-06-09,Changed Mind,requested,Store Credit,3317.23
900562,700929,2025-07-26,Wrong Item,,UPI,1890.46
900563,703833,2025-09-01,Not as Expected,Requested,original payment,1113.38
900564,707295,2025-06-14,Late Delivery,Rejected,Store Credit,5510.28
900565,705330,2025-04-30,Not as Expected,Completed,Store Credit,21749.02
900566,718417,2024-08-21,size issue,Rejected,original payment,4907.31
900567,712861,2026-01-01,damaged,approved,,10197.07
900568,712961,2024-04-22,,Requested,Store Credit,12041.63
900569,715099,2025-11-11,Damaged,Rejected,UPI,5060.29
900570,705481,2024-06-22,damaged,Completed,,1140.79
900571,715932,2025-09-07,Damaged,Rejected,UPI,2185.54
900572,702033,2025-06-19,Quality Issue,,Original Payment,3562.3
900573,700703,2024-09-04,Duplicate Order,Rejected,Original Payment,0.0
900574,718116,2025-04-24,damaged,,Original Payment,31166.03
900575,705035,2025-10-24,damaged,,Bank Transfer,5054.73
900576,714545,2025-09-02,Changed Mind,,UPI,11330.4
900577,707085,2025-11-07,Wrong Item,Requested,UPI,2329.64
900578,716375,2024-07-23,Not as Expected,Requested,original payment,0.0
900579,703336,2024-09-10,Quality Issue,Requested,Store Credit,999999.0
900580,700723,2025-01-09,Wrong Item,approved,original payment,3645.5
900581,704797,2024-10-12,Damaged,,original payment,3304.59
900582,715562,2025-09-14,damaged,Rejected,original payment,3795.8
900583,704803,2025-11-01,Wrong Item,approved,,7724.13
900584,715265,2025-08-17,Not as Expected,approved,,10570.11
900585,715465,2025-08-10,Quality Issue,requested,,6340.14
900586,711917,2024-02-16,Late Delivery,Requested,,3368.68
900587,710055,2024-10-15,damaged,Completed,Store Credit,0.0
900588,712744,2025-06-10,Not as Expected,,Bank Transfer,549.71
900589,709534,2025-08-22,Not as Expected,approved,Original Payment,8767.9
900590,717622,2025-05-10,Late Delivery,Rejected,Bank Transfer,3172.64
900591,702859,2025-07-28,Late Delivery,Rejected,UPI,2215.3
900592,717954,2024-07-28,Quality Issue,Completed,Store Credit,2686.69
900593,701187,2025-01-02,Damaged,Approved,,17482.7
900594,701157,2025-07-19,damaged,Rejected,Original Payment,3199.51
900595,711024,2024-01-21,Wrong Item,Requested,UPI,3629.13
900596,712735,2025-04-19,Duplicate Order,requested,Bank Transfer,1807.6
900597,713394,2024-05-22,Not as Expected,,Original Payment,1440.29
900598,718117,2025-02-28,size issue,Rejected,Original Payment,148.31
900599,719622,2024-11-12,Quality Issue,,Bank Transfer,10484.59
900600,718846,2024-09-20,Damaged,approved,Original Payment,1086.23
900601,701611,2025-01-30,Damaged,approved,Store Credit,11151.05
900602,719789,2025-06-30,Damaged,Completed,UPI,1062.47
900603,709930,2024-08-23,size issue,Rejected,Original Payment,3860.1
900604,706425,2024-08-20,Damaged,,Bank Transfer,10634.78
900605,700231,2025-05-13,Not as Expected,Completed,,2538.41
900606,716833,2025-12-29,Not as Expected,Completed,Original Payment,2510.66
900607,706630,2024-12-13,Duplicate Order,approved,original payment,1836.97
900608,702024,2025-06-01,damaged,requested,,1115.38
900609,717480,2025-02-10,Not as Expected,Requested,UPI,2682.22
900610,700682,2024-02-25,size issue,requested,Store Credit,2900.74
900611,709411,2025-12-14,size issue,Approved,UPI,4688.38
900612,711543,2024-03-12,size issue,Requested,,0.0
900613,706942,2024-03-28,damaged,Rejected,Bank Transfer,10327.65
900614,716549,2024-08-09,Wrong Item,requested,UPI,9967.11
900615,715727,2025-11-15,Duplicate Order,Rejected,Bank Transfer,2543.78
900616,718955,2024-07-23,,approved,,30756.65
900617,710300,2025-01-01,Quality Issue,approved,Bank Transfer,917.41
900618,715894,2025-08-13,Not as Expected,Rejected,Store Credit,10234.85
900619,718629,2025-10-19,damaged,requested,,1005.35
900620,711752,2024-10-22,Late Delivery,,UPI,9921.41
900621,701981,2025-09-21,Duplicate Order,requested,Store Credit,-500.0
900622,705776,2024-02-08,Wrong Item,Approved,Bank Transfer,3845.11
900623,709136,2024-05-03,Size Issue,Approved,Bank Transfer,4635.6
900624,709713,2024-10-11,Changed Mind,Completed,UPI,8316.54
900625,707827,2025-06-12,Size Issue,Rejected,Bank Transfer,1030.35
900626,712066,2024-03-09,Damaged,Approved,Original Payment,1008.79
900627,711409,2024-02-12,Damaged,Approved,original payment,468.77
900628,702212,2025-04-20,Wrong Item,Requested,original payment,514.74
900629,714932,2024-03-03,,requested,original payment,3722.85
900630,706690,2024-11-02,Size Issue,Rejected,UPI,1073.85
900631,709934,2025-12-07,Damaged,,Store Credit,2839.99
900632,707754,2024-01-08,Late Delivery,Rejected,Store Credit,3733.29
900633,714311,2024-03-21,Late Delivery,,,546.92
900634,713252,2025-07-25,Quality Issue,approved,Store Credit,425.23
900635,717088,2024-05-25,Quality Issue,approved,original payment,1511.12
900636,703761,2025-02-22,Changed Mind,Rejected,Store Credit,731.28
900637,717943,2025-06-06,Changed Mind,Approved,Bank Transfer,0.0
900638,711453,2024-07-06,Quality Issue,Completed,Original Payment,2030.1
900639,708863,2024-03-31,Wrong Item,approved,original payment,1203.59
900640,708110,2025-08-10,size issue,,,12428.96
900641,707315,2024-08-06,Wrong Item,Rejected,UPI,1197.24
900642,705142,2024-11-10,,Rejected,Original Payment,4485.69
900643,712694,2024-07-26,size issue,requested,Original Payment,1099.07
900644,706081,2025-05-21,Quality Issue,requested,Bank Transfer,0.0
900645,716846,2025-09-14,Wrong Item,approved,Original Payment,945.89
900646,701442,2024-11-01,Quality Issue,,Bank Transfer,6971.24
900647,714207,2025-01-23,Wrong Item,approved,Original Payment,2401.85
900648,708519,2024-10-19,Changed Mind,,Bank Transfer,24002.22
900649,719261,2024-06-03,Late Delivery,Approved,UPI,19126.55
900650,713162,2024-10-23,Quality Issue,approved,Original Payment,0.0
900651,708173,2024-07-06,Wrong Item,requested,,3972.36
900652,703921,2024-09-25,size issue,approved,UPI,-500.0
900653,702849,2024-12-02,Wrong Item,requested,UPI,24182.58
900654,714795,2025-02-20,Size Issue,Completed,Bank Transfer,25353.69
900655,705377,2025-07-28,Size Issue,approved,,4429.17
900656,709417,2025-10-13,Size Issue,,Original Payment,3989.79
900657,716316,2024-02-15,Late Delivery,Requested,,2642.22
900658,714969,2025-03-19,Late Delivery,approved,UPI,8094.43
900659,706972,2025-06-27,damaged,,Store Credit,1259.98
900660,714637,2024-09-01,Late Delivery,Rejected,Original Payment,581.02
900661,718507,2024-09-05,Damaged,,original payment,5053.73
900662,718044,2025-10-06,Damaged,,original payment,1110.07
900663,714475,2025-05-29,size issue,Completed,Bank Transfer,0.0
900664,717183,2025-05-27,Late Delivery,Requested,UPI,784.43
900665,704094,2025-10-12,Size Issue,requested,Store Credit,13882.11
900666,703286,2024-03-12,Not as Expected,requested,original payment,3728.16
900667,719308,2025-04-14,Damaged,Approved,Store Credit,11028.0
900668,707040,2026-01-01,,approved,original payment,2837.88
900669,712685,2025-06-02,Size Issue,Rejected,original payment,5321.98
900670,702694,2025-08-15,,Requested,Bank Transfer,4654.88
900671,717015,2024-10-21,Late Delivery,approved,UPI,3720.36
900672,705623,2024-09-19,Wrong Item,,UPI,21162.43
900673,719745,2024-11-10,Not as Expected,Requested,,3203.13
900674,701862,2025-09-21,,Rejected,Store Credit,812.5
900675,713450,2024-05-24,Late Delivery,requested,original payment,3399.14
900676,710140,2024-09-25,,Completed,UPI,1096.3
900677,701336,2024-04-16,Late Delivery,,,7732.59
900678,716143,2024-07-21,Not as Expected,Approved,original payment,1435.21
900679,715939,2025-11-16,Late Delivery,Rejected,Original Payment,5558.6
900680,706608,2025-02-12,Changed Mind,approved,original payment,804.94
900681,705587,2024-12-02,,approved,original payment,1490.27
900682,714285,2024-10-05,Changed Mind,,UPI,8282.64
900683,704450,2024-08-17,Changed Mind,Requested,UPI,6446.85
900684,717129,2025-02-05,Changed Mind,approved,Bank Transfer,401.87
900685,708156,2025-03-25,Quality Issue,Rejected,Bank Transfer,53543.58
900686,713860,2025-12-25,damaged,Requested,Original Payment,0.0
900687,705555,2025-11-28,Not as Expected,Approved,Original Payment,2750.17
900688,713821,2024-12-29,Damaged,approved,Store Credit,3700.69
900689,717973,2024-10-02,Quality Issue,,,2740.8
900690,714983,2025-09-19,Late Delivery,Approved,Bank Transfer,2907.84
900691,714780,2025-08-15,Late Delivery,Completed,original payment,3935.65
900692,705318,2025-11-10,Size Issue,Approved,,5718.01
900693,718856,2025-08-11,,Completed,,7996.07
900694,719825,2025-10-23,Damaged,Approved,original payment,1465.97
900695,718020,2024-07-02,damaged,Requested,Bank Transfer,0.0
900696,715303,2024-10-27,Duplicate Order,,Original Payment,2388.52
900697,703230,2025-07-23,Late Delivery,approved,Store Credit,0.0
900698,717811,2024-10-31,Wrong Item,approved,,8420.76
900699,717511,2025-11-14,Damaged,Completed,Original Payment,1143.63
900700,707319,2024-11-10,Damaged,Approved,Original Payment,5435.49
900701,710063,2024-09-10,Size Issue,Requested,UPI,7737.32
900702,702713,2025-09-14,Wrong Item,,UPI,412.31
900703,715284,2024-07-08,,Approved,Bank Transfer,17644.61
900704,712666,2024-08-23,Duplicate Order,Requested,Store Credit,1490.97
900705,710817,2025-08-10,Wrong Item,Approved,Store Credit,3950.75
900706,703892,2025-02-08,Duplicate Order,Approved,,5675.18
900707,704943,2024-10-03,,Completed,,2927.25
900708,713224,2025-01-20,Damaged,Completed,UPI,486.32
900709,715525,2025-05-16,Duplicate Order,Approved,Store Credit,1396.39
900710,701600,2024-08-28,damaged,Requested,,10771.76
900711,714955,2025-02-17,Late Delivery,Approved,Bank Transfer,2064.24
